ShipmentID,ShipDate,Route,Carrier,WeightKg,Cost,TransitDays,OnTime
705001,2025-12-30,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1907.0,1008.4,3,Y
703342,2025-12-14,EU Direct (Dublin-Cherbourg),Celtic Sealink,1433.0,846.65,2,Y
704674,2024-06-07,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1456.0,862.55,2,Y
701419,2025-12-06,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3240.0,1321.84,1,Y
701381,2024-05-30,UK Landbridge (Dublin-Holyhead),Celtic Sealink,932.0,410.37,1,Y
702733,2024-04-26,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2436.0,971.88,1,Y
702378,2024-10-08,UK Landbridge (Dublin-Holyhead),Celtic Sealink,50,20.75,1,Y
702128,2024-06-08,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,747.0,271.18,1,Y
700647,2024-04-08,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3922.0,1585.03,1,Y
700496,2025-05-11,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2234.0,936.87,1,Y
702776,2024-07-11,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1235.0,435.19,1,Y
703641,2024-11-17,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2047.0,1397.72,2,Y
703819,2025-10-17,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,50,35.46,2,Y
700735,2025-12-10,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2307.0,911.5,1,Y
701229,2025-09-25,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2517.0,1071.56,1,Y
703998,2024-12-04,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,847.0,589.5,3,Y
702043,2025-10-19,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2120.0,864.08,1,Y
701835,2025-08-14,UK Landbridge (Dublin-Holyhead),Celtic Sealink,262.0,103.69,1,Y
701626,2024-03-22,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2584.0,1036.05,1,Y
703385,2025-03-09,EU Direct (Dublin-Cherbourg),Celtic Sealink,2625.0,1622.21,2,Y
703565,2025-05-14,EU Direct (Dublin-Cherbourg),Celtic Sealink,2418.0,1453.83,1,Y
701560,2024-12-10,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1120.0,475.36,1,Y
702129,2025-11-12,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1434.0,586.52,1,Y
701150,2024-03-01,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2422.0,964.31,1,Y
702712,2024-04-07,UK Landbridge (Dublin-Holyhead),Celtic Sealink,965.0,381.56,1,Y
700216,2025-08-04,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3846.0,1511.21,1,Y
702695,2024-03-24,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,466.0,175.36,1,Y
704817,2024-12-27,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2477.0,1584.89,1,Y
705185,2024-09-28,EU Direct (Rosslare-Dunkirk), Atlantic Cargo Ferries ,1160.0,739.65,2,Y
702616,2025-02-25,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2499.0,1096.29,1,Y
702354,2024-10-04,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,332.0,123.65,1,Y
700599,2024-08-23,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2323.0,951.42,1,Y
703534,2024-11-09,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2557.0,1587.22,2,Y
704438,2024-01-17,EU Direct (Dublin-Cherbourg),Celtic Sealink,988.0,562.17,2,Y
701546,2025-03-07,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1368.0,544.43,1,N
703312,2025-05-12,EU Direct (Dublin-Cherbourg),Celtic Sealink,1683.0,903.93,3,Y
702089,2025-05-22,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1510.0,565.17,2,Y
701306,2024-02-29,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1634.0,698.73,1,Y
703541,2024-09-24,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2079.0,1345.92,2,Y
700287,2025-12-28,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1179.0,500.75,1,Y
701540,2024-02-03,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1930.0,782.05,1,Y
700731,2025-05-29,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2949.0,1333.26,1,Y
704052,2024-02-03,EU Direct (Dublin-Cherbourg),Celtic Sealink,3377.0,1893.77,2,Y
703058,2024-04-09,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,210.0,135.46,1,Y
702213,2024-07-26,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1771.0,701.41,1,Y
703667,2024-07-29,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1895.0,1197.53,2,Y
703892,2025-06-05,EU Direct (Dublin-Cherbourg),Celtic Sealink,842.0,512.02,,Y
705407,2024-04-28,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2051.0,1185.18,1,Y
700046,2024-07-21,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1244.0,439.19,1,Y
705349,2025-04-14,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2603.0,1315.46,2,Y
702135,2025-10-28,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2737.0,997.93,1,Y
702881,2025-06-25,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1400.0,925.58,2,Y
704491,2024-03-06,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,963.0,624.76,2,Y
703005,2025-03-08,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1059.0,656.45,2,Y
702424,2024-05-20,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3558.0,1342.99,1,Y
704934,2024-03-04,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,932.0,455.79,2,Y
701495,2024-12-18,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1516.0,681.86,1,Y
701718,2025-06-14,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1768.0,800.98,1,Y
705200,2025-12-09,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1081.0,523.3,2,N
705772,2024-06-04,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1192.0,551.17,3,Y
703114,2025-03-30,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2019.0,1247.51,2,Y
702765,2024-12-12,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1277.0,529.36,1,Y
702149,2024-03-16,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2647.0,1149.42,1,N
704681,2025-07-27,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2336.0,1105.36,2,Y
700948,2025-09-26,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3099.0,1320.92,1,Y
705887,2025-03-27,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,825.0,429.66,2,Y
700507,2025-10-28,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2748.0,984.54,1,Y
701406,2025-10-29,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2074.0,741.97,1,Y
702711,2024-08-09,UK Landbridge (Dublin-Holyhead),nordic freight lines,2249.0,800.35,1,N
705138,2025-12-19,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1560.0,915.2,2,Y
702614,2024-09-12,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3207.0,1363.1,1,Y
704339,2025-05-07,EU Direct (Dublin-Cherbourg), Celtic Sealink ,1294.0,759.31,2,Y
704637,2024-09-02,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1341.0,692.86,2,Y
705077,2025-04-29,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2370.0,1251.68,2,Y
703919,2025-11-19,EU Direct (Dublin-Cherbourg),Celtic Sealink,412.0,232.89,2,Y
703993,2024-10-09,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,703.0,457.56,2,Y
701568,2024-08-16,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3385.0,1233.78,1,Y
705636,2024-01-21,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,3595.0,2287.97,1,Y
701986,2024-02-15,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2644.0,1171.78,2,Y
701460,2024-09-24,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2463.0,886.46,1,N
703739,2024-04-12,EU Direct (Dublin-Cherbourg),Celtic Sealink,2761.0,1614.52,2,Y
705518,2025-10-09,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,911.0,464.52,2,Y
703872,2024-05-07,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,460.0,301.35,3,Y
701123,2024-04-27,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1605.0,684.92,2,Y
700718,2025-03-25,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2077.0,862.98,1,Y
701459,2024-07-26,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1698.0,671.72,2,Y
701067,2024-10-23,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1526.0,552.79,1,Y
705264,2025-10-04,EU Direct (Rosslare-Dunkirk), Atlantic Cargo Ferries ,2493.0,1671.0,2,Y
704228,2025-06-03,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2339.0,1637.48,2,Y
705565,2024-08-03,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2710.0,1400.4,2,Y
705430,2024-08-26,EU Direct (Rosslare-Dunkirk), Nordic Freight Lines ,2364.0,1130.39,2,Y
704576,2025-08-30,EU Direct (Dublin-Cherbourg),Celtic Sealink,1699.0,908.2,2,Y
704218,2024-02-20,EU Direct (Dublin-Cherbourg),Celtic Sealink,683.0,396.15,2,Y
701018,2024-09-03,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1822.0,760.17,1,Y
705176,2025-10-17,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,3016.0,1551.81,2,Y
703933,2025-03-21,EU Direct (Dublin-Cherbourg),Celtic Sealink,1972.0,1142.55,2,Y
703386,2024-10-24,EU Direct (Dublin-Cherbourg), Atlantic Cargo Ferries ,2529.0,1628.16,2,Y
704123,2024-08-08,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1274.0,905.1,2,Y
701595,2025-04-30,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,4094.0,1586.4,2,Y
704344,2024-10-22,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,881.0,611.67,2,Y
705168,2025-01-17,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1319.0,621.1,2,Y
701946,2024-03-28,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1228.0,504.79,1,Y
703660,2025-04-25,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1880.0,1252.01,2,Y
700609,2025-04-20,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,665.0,239.16,1,N
703355,2025-08-17,EU Direct (Dublin-Cherbourg),Celtic Sealink,3425.0,1901.87,2,Y
704786,2025-09-17,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1985.0,1293.34,2,Y
705491,2024-07-27,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1704.0,1103.2,2,Y
702992,2025-01-07,EU Direct (Dublin-Cherbourg),Celtic Sealink,1535.0,866.46,2,Y
701850,2024-08-06,UK Landbridge (Dublin-Holyhead),Celtic Sealink,789.0,326.83,1,Y
703301,2025-05-26,EU Direct (Dublin-Cherbourg),Celtic Sealink,1804.0,1124.44,2,Y
700435,2024-01-24,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2097.0,929.25,1,N
702369,2025-11-28,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2259.0,884.35,1,Y
703601,2024-05-01,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1677.0,1161.36,2,N
700613,2025-02-26,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1431.0,558.38,1,N
705626,2025-02-25,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,995.0,514.15,1,Y
703790,2024-11-09,EU Direct (Dublin-Cherbourg),CELTIC SEALINK,2379.0,1429.22,,Y
704548,2024-07-26,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2236.0,1590.69,2,Y
702217,2024-07-10,UK Landbridge (Dublin-Holyhead),Celtic Sealink,993.0,427.3,1,Y
704534,2024-04-17,EU Direct (Dublin-Cherbourg),Celtic Sealink,527.0,308.24,2,Y
702544,2024-04-18,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1587.0,639.02,1,Y
704384,2024-09-07,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,3298.0,2110.67,,N
703481,2024-07-03,EU Direct (Dublin-Cherbourg),Celtic Sealink,1818.0,1082.74,2,Y
702895,2025-11-01,EU Direct (Dublin-Cherbourg),Celtic Sealink,2082.0,1177.12,2,Y
705011,2025-01-20,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1609.0,938.78,2,Y
705748,2024-10-14,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2221.0,1124.91,2,Y
705141,2024-03-01,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2550.0,1577.13,2,Y
705799,2025-02-09,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1931.0,979.57,2,Y
701011,2025-06-26,UK Landbridge (Dublin-Holyhead),Celtic Sealink,201.0,88.67,1,Y
701368,2025-10-15,UK Landbridge (Dublin-Holyhead),Celtic Sealink,648.0,267.81,1,Y
703615,2025-01-11,EU Direct (Dublin-Cherbourg),Celtic Sealink,970.0,520.07,2,Y
702179,2024-11-02,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2246.0,974.11,2,Y
704032,2025-11-06,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,3132.0,2170.07,3,Y
700027,2025-08-20,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2343.0,926.52,1,Y
702916,2024-08-27,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1297.0,869.14,2,Y
702526,2025-10-28,UK Landbridge (Dublin-Holyhead),Celtic Sealink,50,21.31,1,N
705305,2025-01-22,EU Direct (Rosslare-Dunkirk),nordic freight lines,4118.0,1929.39,2,Y
700413,2025-06-23,UK Landbridge (Dublin-Holyhead),Celtic Sealink,352.0,139.12,1,Y
700427,2024-03-26,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,807.0,324.81,,Y
700857,2025-08-03,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1977.0,870.89,1,Y
700307,2024-04-07,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1258.0,550.48,1,Y
703575,2025-09-19,EU Direct (Dublin-Cherbourg), Celtic Sealink ,1263.0,779.98,2,Y
703100,2024-01-17,EU Direct (Dublin-Cherbourg),Celtic Sealink,1040.0,561.92,2,Y
704199,2025-07-08,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1306.0,800.33,2,Y
702723,2024-01-30,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1818.0,796.79,2,N
701093,2024-05-25,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2653.0,1055.02,1,Y
702577,2025-11-08,UK Landbridge (Dublin-Holyhead),Celtic Sealink,821.0,326.37,1,Y
705384,2025-03-29,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2887.0,1743.57,2,Y
703857,2025-07-27,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1596.0,988.14,2,Y
704606,2025-02-08,EU Direct (Dublin-Cherbourg),Celtic Sealink,2277.0,1340.6,2,Y
704609,2025-08-23,EU Direct (Dublin-Cherbourg),atlantic cargo ferries,2691.0,1812.35,1,Y
700694,2024-03-19,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1179.0,531.87,1,N
701268,2024-11-29,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2055.0,829.62,2,Y
702154,2025-12-21,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1864.0,755.4,1,Y
700766,2024-12-21,UK Landbridge (Dublin-Holyhead),Celtic Sealink,992.0,399.16,1,Y
705911,2025-12-07,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1091.0,535.52,1,Y
700442,2024-08-18,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1458.0,574.87,1,Y
700858,2024-03-01,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3252.0,1309.08,1,Y
701995,2024-09-26,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1355.0,526.05,1,N
705035,2025-09-08,EU Direct (Rosslare-Dunkirk),NORDIC FREIGHT LINES,1326.0,636.32,2,Y
701865,2024-11-15,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,729.0,283.71,1,N
704311,2025-05-12,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,573.0,394.35,2,Y
703620,2025-10-25,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2582.0,1813.28,2,Y
705753,2024-09-03,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2732.0,1308.53,2,Y
705898,2025-07-25,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1770.0,858.91,,Y
700808,2025-01-11,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1264.0,504.03,1,Y
705821,2024-06-26,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,50,24.01,,Y
700967,2024-08-27,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2565.0,1047.2,2,Y
