ShipmentID,ShipDate,Route,Carrier,WeightKg,Cost,TransitDays,OnTime,CostPerKg,Month,OnTimeFlag
703906,2024-01-08,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2659.0,1816.64,2,Y,0.683,2024-01,1
703680,2024-01-08,EU Direct (Dublin-Cherbourg),Celtic Sealink,2855.0,1602.62,1,Y,0.561,2024-01,1
701000,2024-01-08,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2270.0,847.02,1,Y,0.373,2024-01,1
701256,2024-01-08,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3099.0,1201.46,1,Y,0.388,2024-01,1
701442,2024-01-09,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2390.0,890.37,1,Y,0.373,2024-01,1
702056,2024-01-09,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1736.0,694.94,1,Y,0.4,2024-01,1
705166,2024-01-09,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,3940.0,2602.62,2,Y,0.661,2024-01,1
702138,2024-01-09,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2676.0,993.32,1,N,0.371,2024-01,0
702342,2024-01-09,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1051.0,426.38,1,Y,0.406,2024-01,1
700071,2024-01-10,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1676.0,717.81,1,Y,0.428,2024-01,1
701370,2024-01-10,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2887.0,1043.86,1,Y,0.362,2024-01,1
701553,2024-01-10,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3010.0,1271.76,1,Y,0.423,2024-01,1
700219,2024-01-10,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,955.0,341.93,1,Y,0.358,2024-01,1
700804,2024-01-10,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2545.0,1115.29,1,Y,0.438,2024-01,1
700076,2024-01-10,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2353.0,922.64,1,Y,0.392,2024-01,1
701670,2024-01-10,UK Landbridge (Dublin-Holyhead),Celtic Sealink,296.0,127.38,1,Y,0.43,2024-01,1
704707,2024-01-10,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,587.0,300.09,3,Y,0.511,2024-01,1
705549,2024-01-10,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,970.0,500.75,2,Y,0.516,2024-01,1
704209,2024-01-11,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,3550.0,2304.33,2,Y,0.649,2024-01,1
705143,2024-01-11,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,50.0,31.13,2,Y,0.623,2024-01,1
703723,2024-01-11,EU Direct (Dublin-Cherbourg),Celtic Sealink,949.0,562.96,2,Y,0.593,2024-01,1
700032,2024-01-12,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1835.0,713.5,1,Y,0.389,2024-01,1
705117,2024-01-12,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,390.0,260.78,2,Y,0.669,2024-01,1
705940,2024-01-12,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1237.0,837.24,3,Y,0.677,2024-01,1
705637,2024-01-12,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1790.0,1123.82,2,Y,0.628,2024-01,1
701121,2024-01-12,UK Landbridge (Dublin-Holyhead),Celtic Sealink,719.0,320.62,1,N,0.446,2024-01,0
702251,2024-01-12,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2667.0,1035.05,1,Y,0.388,2024-01,1
702027,2024-01-12,UK Landbridge (Dublin-Holyhead),Celtic Sealink,778.0,329.84,1,Y,0.424,2024-01,1
705202,2024-01-13,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1760.0,922.63,3,Y,0.524,2024-01,1
705105,2024-01-13,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1678.0,844.93,2,Y,0.504,2024-01,1
703863,2024-01-13,EU Direct (Dublin-Cherbourg),Celtic Sealink,3187.0,1852.48,2,Y,0.581,2024-01,1
703204,2024-01-13,EU Direct (Dublin-Cherbourg),Celtic Sealink,1292.0,695.29,2,Y,0.538,2024-01,1
702571,2024-01-13,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2229.0,902.15,1,Y,0.405,2024-01,1
704541,2024-01-13,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1865.0,1295.3,2,Y,0.695,2024-01,1
700099,2024-01-13,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2730.0,1039.28,1,Y,0.381,2024-01,1
702398,2024-01-13,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3253.0,1391.92,1,Y,0.428,2024-01,1
705496,2024-01-14,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1494.0,735.81,2,Y,0.493,2024-01,1
702054,2024-01-14,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1303.0,555.59,1,Y,0.426,2024-01,1
702913,2024-01-14,EU Direct (Dublin-Cherbourg),Celtic Sealink,1142.0,704.23,1,Y,0.617,2024-01,1
702634,2024-01-14,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3409.0,1323.68,1,Y,0.388,2024-01,1
702120,2024-01-14,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1259.0,566.05,1,Y,0.45,2024-01,1
700628,2024-01-14,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2313.0,923.2,1,Y,0.399,2024-01,1
700978,2024-01-14,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2097.0,860.11,1,Y,0.41,2024-01,1
703573,2024-01-15,EU Direct (Dublin-Cherbourg),Celtic Sealink,1575.0,883.26,2,Y,0.561,2024-01,1
704005,2024-01-15,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2320.0,1477.15,2,Y,0.637,2024-01,1
704762,2024-01-15,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1228.0,597.0,1,Y,0.486,2024-01,1
705872,2024-01-15,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1688.0,1092.65,2,Y,0.647,2024-01,1
705147,2024-01-15,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2171.0,1149.43,2,Y,0.529,2024-01,1
705272,2024-01-15,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1539.0,780.71,2,Y,0.507,2024-01,1
705100,2024-01-15,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,788.0,371.56,1,N,0.472,2024-01,0
700169,2024-01-15,UK Landbridge (Dublin-Holyhead),Celtic Sealink,437.0,192.08,1,Y,0.44,2024-01,1
702181,2024-01-16,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2744.0,1059.43,2,Y,0.386,2024-01,1
700793,2024-01-16,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1508.0,658.25,1,Y,0.437,2024-01,1
705051,2024-01-16,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,3215.0,1625.72,2,Y,0.506,2024-01,1
704516,2024-01-16,EU Direct (Dublin-Cherbourg),Celtic Sealink,2056.0,1151.19,2,Y,0.56,2024-01,1
704544,2024-01-16,EU Direct (Dublin-Cherbourg),Celtic Sealink,1887.0,1163.25,2,Y,0.616,2024-01,1
704044,2024-01-16,EU Direct (Dublin-Cherbourg),Celtic Sealink,185.0,114.32,2,Y,0.618,2024-01,1
705091,2024-01-16,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,892.0,460.47,2,Y,0.516,2024-01,1
700249,2024-01-16,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2338.0,828.93,1,Y,0.355,2024-01,1
702034,2024-01-16,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1499.0,631.8,1,Y,0.421,2024-01,1
705497,2024-01-16,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,711.0,341.52,2,Y,0.48,2024-01,1
703822,2024-01-16,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2864.0,2031.8,2,Y,0.709,2024-01,1
704438,2024-01-17,EU Direct (Dublin-Cherbourg),Celtic Sealink,988.0,562.17,2,Y,0.569,2024-01,1
704230,2024-01-17,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1791.0,1246.13,2,Y,0.696,2024-01,1
703284,2024-01-17,EU Direct (Dublin-Cherbourg),Celtic Sealink,300.0,167.6,2,Y,0.559,2024-01,1
701484,2024-01-17,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2860.0,1268.18,2,Y,0.443,2024-01,1
704690,2024-01-17,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1355.0,829.05,2,N,0.612,2024-01,0
704975,2024-01-17,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,269.0,159.18,2,N,0.592,2024-01,0
703435,2024-01-17,EU Direct (Dublin-Cherbourg),Celtic Sealink,1451.0,864.18,2,N,0.596,2024-01,0
702811,2024-01-17,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1899.0,824.21,1,Y,0.434,2024-01,1
703440,2024-01-17,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1839.0,1183.09,3,Y,0.643,2024-01,1
703417,2024-01-17,EU Direct (Dublin-Cherbourg),Celtic Sealink,2600.0,1525.77,2,Y,0.587,2024-01,1
703268,2024-01-17,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2346.0,1619.18,2,Y,0.69,2024-01,1
703100,2024-01-17,EU Direct (Dublin-Cherbourg),Celtic Sealink,1040.0,561.92,2,Y,0.54,2024-01,1
702253,2024-01-17,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1170.0,491.51,1,Y,0.42,2024-01,1
702079,2024-01-18,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,865.0,342.9,1,N,0.396,2024-01,0
705736,2024-01-18,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,779.0,501.5,2,Y,0.644,2024-01,1
701285,2024-01-18,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2066.0,847.41,1,Y,0.41,2024-01,1
703337,2024-01-18,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1520.0,1076.58,3,Y,0.708,2024-01,1
705593,2024-01-18,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2614.0,1254.51,2,N,0.48,2024-01,0
705621,2024-01-18,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1210.0,699.37,2,N,0.578,2024-01,0
704133,2024-01-18,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1301.0,833.11,2,Y,0.64,2024-01,1
704845,2024-01-18,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1827.0,1116.27,2,Y,0.611,2024-01,1
703548,2024-01-18,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1544.0,943.91,2,Y,0.611,2024-01,1
700904,2024-01-18,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1621.0,634.88,1,Y,0.392,2024-01,1
705730,2024-01-18,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1618.0,864.1,1,Y,0.534,2024-01,1
700926,2024-01-18,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1986.0,739.95,1,Y,0.373,2024-01,1
701485,2024-01-18,UK Landbridge (Dublin-Holyhead),Celtic Sealink,280.0,108.75,2,Y,0.388,2024-01,1
701372,2024-01-18,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3060.0,1312.34,1,Y,0.429,2024-01,1
702383,2024-01-19,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3498.0,1425.33,1,Y,0.407,2024-01,1
703198,2024-01-19,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1044.0,666.22,3,Y,0.638,2024-01,1
701436,2024-01-19,UK Landbridge (Dublin-Holyhead),Celtic Sealink,790.0,331.16,1,Y,0.419,2024-01,1
701960,2024-01-19,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3576.0,1340.83,1,Y,0.375,2024-01,1
703344,2024-01-19,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1945.0,1350.13,2,Y,0.694,2024-01,1
701481,2024-01-19,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,568.0,202.69,2,Y,0.357,2024-01,1
702211,2024-01-19,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1947.0,800.15,2,Y,0.411,2024-01,1
701892,2024-01-19,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2166.0,878.98,2,Y,0.406,2024-01,1
703300,2024-01-19,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2302.0,1412.85,2,Y,0.614,2024-01,1
704274,2024-01-20,EU Direct (Dublin-Cherbourg),Celtic Sealink,2551.0,1531.64,2,Y,0.6,2024-01,1
702294,2024-01-20,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2243.0,970.74,1,Y,0.433,2024-01,1
705688,2024-01-20,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2164.0,1017.03,3,Y,0.47,2024-01,1
701991,2024-01-20,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2871.0,1238.87,1,Y,0.432,2024-01,1
701353,2024-01-20,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1531.0,579.38,1,Y,0.378,2024-01,1
700849,2024-01-20,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2082.0,911.21,1,Y,0.438,2024-01,1
700096,2024-01-20,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2029.0,827.19,1,Y,0.408,2024-01,1
701219,2024-01-20,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1331.0,527.67,1,N,0.396,2024-01,0
703149,2024-01-20,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1942.0,1260.31,2,Y,0.649,2024-01,1
702538,2024-01-20,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1643.0,657.77,1,Y,0.4,2024-01,1
701217,2024-01-20,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2190.0,796.35,1,Y,0.364,2024-01,1
701245,2024-01-20,UK Landbridge (Dublin-Holyhead),Celtic Sealink,50.0,22.61,1,Y,0.452,2024-01,1
700806,2024-01-20,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1627.0,680.23,1,Y,0.418,2024-01,1
701166,2024-01-20,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1900.0,850.81,1,Y,0.448,2024-01,1
703684,2024-01-21,EU Direct (Dublin-Cherbourg),Celtic Sealink,1055.0,608.29,2,Y,0.577,2024-01,1
704058,2024-01-21,EU Direct (Dublin-Cherbourg),Celtic Sealink,2205.0,1328.29,3,Y,0.602,2024-01,1
701646,2024-01-21,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3395.0,1220.69,1,Y,0.36,2024-01,1
703072,2024-01-21,EU Direct (Dublin-Cherbourg),Celtic Sealink,2580.0,1419.38,2,Y,0.55,2024-01,1
704930,2024-01-21,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1012.0,585.86,2,Y,0.579,2024-01,1
704189,2024-01-21,EU Direct (Dublin-Cherbourg),Celtic Sealink,1829.0,1031.39,3,Y,0.564,2024-01,1
705636,2024-01-21,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,3595.0,2287.97,1,Y,0.636,2024-01,1
705671,2024-01-21,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1618.0,829.18,2,Y,0.512,2024-01,1
703116,2024-01-21,EU Direct (Dublin-Cherbourg),Celtic Sealink,1169.0,686.06,2,Y,0.587,2024-01,1
702441,2024-01-21,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1387.0,566.92,1,Y,0.409,2024-01,1
700206,2024-01-22,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2702.0,1194.52,1,Y,0.442,2024-01,1
700308,2024-01-22,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2845.0,1096.7,1,Y,0.385,2024-01,1
705405,2024-01-22,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2206.0,1046.96,2,Y,0.475,2024-01,1
700444,2024-01-22,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,830.0,314.89,1,Y,0.379,2024-01,1
705612,2024-01-22,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2772.0,1400.85,2,Y,0.505,2024-01,1
704646,2024-01-22,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1525.0,893.07,2,Y,0.586,2024-01,1
705330,2024-01-22,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,3096.0,1874.51,2,Y,0.605,2024-01,1
700184,2024-01-22,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2379.0,1039.81,1,Y,0.437,2024-01,1
704317,2024-01-23,EU Direct (Dublin-Cherbourg),Celtic Sealink,488.0,290.22,2,Y,0.595,2024-01,1
701981,2024-01-23,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,724.0,278.64,1,Y,0.385,2024-01,1
704295,2024-01-23,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1607.0,1069.25,1,Y,0.665,2024-01,1
705032,2024-01-23,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,99.0,49.92,2,Y,0.504,2024-01,1
702885,2024-01-23,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1552.0,1097.82,2,Y,0.707,2024-01,1
704321,2024-01-23,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1985.0,1389.87,2,Y,0.7,2024-01,1
701385,2024-01-23,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1957.0,769.27,2,Y,0.393,2024-01,1
700289,2024-01-23,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2127.0,814.09,2,Y,0.383,2024-01,1
701555,2024-01-24,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1554.0,650.09,1,Y,0.418,2024-01,1
702768,2024-01-24,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2906.0,1151.95,2,Y,0.396,2024-01,1
705489,2024-01-24,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1067.0,562.35,3,Y,0.527,2024-01,1
700435,2024-01-24,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2097.0,929.25,1,N,0.443,2024-01,0
702963,2024-01-24,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1523.0,1067.84,2,Y,0.701,2024-01,1
702809,2024-01-24,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2142.0,942.77,1,Y,0.44,2024-01,1
701735,2024-01-24,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2499.0,1081.59,2,Y,0.433,2024-01,1
701872,2024-01-25,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1514.0,542.98,1,Y,0.359,2024-01,1
704360,2024-01-25,EU Direct (Dublin-Cherbourg),Celtic Sealink,2606.0,1519.71,2,Y,0.583,2024-01,1
700385,2024-01-25,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1003.0,443.79,1,Y,0.442,2024-01,1
703411,2024-01-25,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2817.0,1852.51,2,N,0.658,2024-01,0
700740,2024-01-25,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,50.0,18.52,2,N,0.37,2024-01,0
701040,2024-01-25,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3122.0,1272.29,1,Y,0.408,2024-01,1
703290,2024-01-25,EU Direct (Dublin-Cherbourg),Celtic Sealink,846.0,484.4,2,Y,0.573,2024-01,1
700525,2024-01-26,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,4398.0,1572.11,1,Y,0.357,2024-01,1
701725,2024-01-26,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2663.0,953.9,1,Y,0.358,2024-01,1
702747,2024-01-26,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1602.0,630.28,1,Y,0.393,2024-01,1
702523,2024-01-26,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2087.0,850.8,2,Y,0.408,2024-01,1
703731,2024-01-26,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,3067.0,2047.64,2,Y,0.668,2024-01,1
704733,2024-01-26,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2802.0,1876.75,2,Y,0.67,2024-01,1
705970,2024-01-26,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2634.0,1298.3,2,Y,0.493,2024-01,1
701769,2024-01-26,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1397.0,622.14,1,Y,0.445,2024-01,1
700683,2024-01-26,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2022.0,881.92,1,Y,0.436,2024-01,1
